review_id,rating,review
Ci9DQUlRQUNvZENodHljRjlvT2tseU9IbGxWVkUwV0ZwWlNIUnhSbmQ1YzNOMVJYYxAB,5,"Big thank's bt @hoteltentrem.yogyakarta  tau aj anak sama bini gua hari ini dan bsk milad... di upgrade donk kamar ke dua nya dpt yg bathup, Terima kasih utk kamar pertama nya bs early check-in bt ortu kami yang lansia bs check-in jam 2, terbaik utk @hoteltentrem.yogyakarta🥰 utk ke 4x nya kembali ke hotel tentrem jogja dan selalu ngasih pelayanan luar biasa🥰😍Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Cocok untuk anak-anak, Harga terbaik"
Ci9DQUlRQUNvZENodHljRjlvT2xGdVJUbEZOMmd4ZWt4a1MyUkNMVFJuYkVGVGNtYxAB,3,"Belasan tahun saya keluar masuk hotel, yang kadang bintang 5, kadang bintang 2...

Baru kali ini ditolak hotel untuk nitip makanan di freezer. Ah, kalah sama hotel bintang 2...

Sayangnya ini hotel letaknya di kota Jogja yang notabene kota oleh2, mana besoknya pesawat pagi banget, kita udah siapin beli dari malem, eh ditolak mentah2... To be noted ukurannya juga kecil ya...

Kok ya nginep di sini gak bikin tentrem gitu... Jujur, ditolak gitu sama pihak hotel bikin aku jadi trauma

Mau pake alasan standar HACCP untuk mencegah cross contamination? Hmm.. Saya yakin bisa ada mitigasinya sih buat hal2 seperti itu, kalau MANAGEMENNYA CERDASJenis perjalananLiburanGrup perjalananKeluarga"
ChZDSUhNMG9nS0VKX08yTVhBeTRuU2ZnEAE,5,"Kalian keren loh pelayanan nya , super ramah sekali..  terutama dgn mba Meisi, mba tiara , Niko, Dona, dan Vidyan) yg bertugas di Executive lounge lantai 8 😍 ini sdh keberpa kalinya saya dan keluarga stay di hotel tentrem jogja.. dan akan selalu kembali kemari.. , terima kasih ya atas pelayanannya dan keramahan tamahan nya❤️❤️ …"
Ci9DQUlRQUNvZENodHljRjlvT2xKc1VqaEdWblF6VDBjd2RsVk1TamszWW00d05HYxAB,5,"Selama nyobain beberapa hotel di Jogja, ini terthebest ya. Pelayanan memuaskan, kamar nyaman, breakfast lengap (asia-nusantara) dan no kaleng kaleng makanannya uenak uenak. Soal pelayanan ga diragukan, overall 9/10❤️Kamar: 5Layanan: 5Lokasi: 5"
Ci9DQUlRQUNvZENodHljRjlvT2tJd2NWbE1ka2hYVFVGbE1XTlFYMWhXV1ZaNFMyYxAB,1,"Menyebalkan. Tidak ada layanan penyimpanan frozen food. Terlanjur beli bbrp bungkus gudeg ditolak dg alasan gudeg nya akan mengkontaminasi makanan lainnya. Sekelas tentrem apa tidak bisa provide freezer khusus utk tamu? No solusi, seperti ""itu bukan urusan saya, siapa suruh beli frozen food, aturan harus ditegakkan"".

Aturan jg tebang pilih. Waktu masuk restoran ditanya bajunya basah atau kering karena aku dari gym (kebetulan aku kering), setelahnya aku lihat ada tamu lain bajunya bener- bener basah keringat dr gym, masuk- masuk aja ke resto.

Jadinya ga tentremJenis perjalananBisnisGrup perjalananTunggalKamar: 2Layanan: 1Lokasi: 4"
Ci9DQUlRQUNvZENodHljRjlvT20xM1FuZElUbkExV25oUmNWZExabEEyYUZkd09WRRAB,5,"baru mau parkir...petugas hotel dari depan sampai mau naik lift aja ramah dan sopan semua....dibantu dg tangkas...fasilitas oke semua..sip dehJenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Tenang, Cocok untuk anak-anak"
Ci9DQUlRQUNvZENodHljRjlvT21wVGNHSjJUbUZFTTJoTFNWUjRjVkZoY0VsbWJIYxAB,5,"Saya menginap di Hotel ini dalam rangka kursus yang diadakah oleh Kedutaan Inggris. Kesan pertama masuk disambut oleh alunan gending jawa dan bau sereh yang khas, dan keramahan security maupun resepsionis. Kemudian masuk kamar, cukup bersih dan terawat rapi, jauh dari kesan horor. Makanan setiap hari membuat diri ingin mencoba dari satu menu ke menu lain.. All you can eat lah.. Dari menu khas Yogya hingga Western ada semua, cukup puas.. Jajanan pasarnya selalu tersedia bahkan ada jamu juga.. Mantap. Kolam renang dan Gym juga tersedia, paket lengkap untuk stay cation.. Terima kasih ya.. 5 hari pengalaman tinggal di hotel dan dibantu sama Mas Adrian yang sabar melayani kami selama kursus.Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarBersih dan nyamanKeamanan24 jam terjaga... jangan khawatir.. aman.Makanan & minumanVariatif makanannya, minuman ada jamunya.Detail pentingDekat Malioboro dan pusat oleh-oleh.Sorotan hotelMewah"
Ci9DQUlRQUNvZENodHljRjlvT25OS2RYTjRUelpCTVdjeFExRXROMnBOVDJwd1NHYxAB,5,"Pelayanan resepsionis dan room service ramah dan cepat. Kamar tidur sangat luas. Makanan di restoran enak sesuai dengan lidah orang Indonesia. Security juga ramah dan wawasan baik terkait lingkungan sekitar ketika saya tanya tempat makan di sekitar hotel..Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarKamar tidur luas, makanan resto enak enak.. cemilan dan minuman paling khas yaitu jamu.Sorotan hotelMewah"
ChdDSUhNMG9nS0VJU0kxWmpHM04tNzZnRRAB,5,Enak sekali pelayanan dengan mbak Aida. Beliau menyarankan beberapa layanan yang sesuai dengan kondisi saya yang kurang enak badan. Hotel Tentrem selalu di hati.
Ci9DQUlRQUNvZENodHljRjlvT2tkNVIzRmpkbFp5T1VNMFJtbExZbEZOUmpSeGFIYxAB,5,"Kami menginap selama 1 minggu di Tentrem, sesekali kami test seberapa detail team housekeeping membersihkan kamar.

Dan ternyata detail dan bersih banget, bahkan sewaktu kami sedang di kamar pun tetap bersih dan detail.

Mas Ardi & Mas Feri, pekerjaan kalian sangat luar biasa. Patut menjadi contoh team housekeeping lain. Salut!Jenis perjalananBisnisGrup perjalananPasanganKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Pemandangan yang indah, Romantis, Cocok untuk anak-anak, Harga terbaik"
ChdDSUhNMG9nS0VMWDBoT3V4cGR1eTRBRRAB,5,"Hotelnya cantik, bersih, mbak dan mas nya yang bantu bersih2 kamar juga baik, terutama mbak diani dan mas rian penuh senyum. Makasih mbak mas buat supportnya 😇 …"
ChZDSUhNMG9nS0VMejh0SXlWMWJQUVFnEAE,5,"Jacuzzi gak ada lawan!! Enak bangeeeett Ya Allaaahh.. Pelayanan dari Mbak Aida dan Mbak Lina juga bintang 5 baik, informatif, ngasih banyak solusi. Tooooopp!!"
Ci9DQUlRQUNvZENodHljRjlvT2tKMVdYSlFTVUpGWDNkdWNUQmFXVzlMYXpsSFUxRRAB,5,"Salah 1 hotel terbaik di Jogja... Hotelnya nyaman banget.. dengan vibes2 tradisionalnya... Menurut saya, salah 1 hotel dengan menu makanan sarapannya yang terenak di jogja... pegawainya ramah2 dan buaik.. terutama mbak Belinda... yang bertugas di resto.. beliau bisa mengingat nama kami sekeluarga2 kami.. itu sangat bermakna mnrt saya... bahkan tau kesukaan saya dan keluarga saya apa ketika di resto trmasuk kesukaan anak kami.. oya di Tentrem juga ada playground untuk anak2 ya cukup luas dan bersih jadi kalau kita ada agenda seharian anak2 bs bermain di playground nya... spa nya juga enaaak vibes nya tenang...  Buat yang nyari hotel di Jogja... bisa jadi rekomendasi...Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Kamarbagus bersih luas..Aktivitas di sekitardekat dengan malioboro... dan tugu...Makanan & minumanbreakfastnya enak2..Sorotan hotelMewah, Tenang, Cocok untuk anak-anak, Harga terbaik"
Ci9DQUlRQUNvZENodHljRjlvT2tScWJUYzFhRUU0Y1RGNGJIbFpSa0U1TjFCemFrRRAB,5,"Menginap dua malam di sini di Mid July 2025 lalu.

Memang salah satu hotel legend dan berkelas di Yogya. Room, service dan breakfast nya 👍👍👍
Makanan khas Yogya banyak tersedia saat breakfastJenis perjalananLiburanGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 4KamarLuass dan nyamanMakanan & minumanBreakfast juara 👍Sorotan hotelMewah, Tenang"
Ci9DQUlRQUNvZENodHljRjlvT2psd1NUWlNTbWhXTkUxTlJHMTVTVzUyVm5kcFEwRRAB,5,Salah satu hotel yang terbaik di yogya. Point paling menonjol dari hotel adanya gym dan sauna yang oke sekali. Breakfast cukup enak dan variatif. Kamar bersih dan nyamanKamar: 5Layanan: 5Lokasi: 5
ChZDSUhNMG9nS0VPbWktYjNybllXb01REAE,5,Pelayanan  nya sangat ramah dan hotelnya luas kolam renangnya juga bersih terimakasih mas rama mas tata dan mas ahmad yang sudah membantu
ChZDSUhNMG9nS0VOZnd3WURDLXBEVlBBEAE,5,Juara sih hotelnya. Kamarnya luas. Sarapannya uenak poll. Playground nya gede bgt . Anak happy ortunya pun happy. Mantap
Ci9DQUlRQUNvZENodHljRjlvT25sclduQlRkazFTVldsRlQwVkNXakZRT0ZkM1RtYxAB,5,"Hotel paling recomended ini.
Kalau kesini, paling andalan ada 2 :
1. Resto dengan menu pilihan khas nusantara
2. Fasilitas rendam air hangan dan dingin.

So, hotel lokal dg kualitas premium ya ini.Kamar: 5Layanan: 5Lokasi: 5"
Ci9DQUlRQUNvZENodHljRjlvT2trMVlWcGxXVEpGVDBoSVJYTkJOeTB5WDFKck5sRRAB,5,"Rooms : Selalu bersih, tertata dengan baik dan rapih, semua peralatan berfungsi dengan baik.

Service : Pelayanan kebersihan dan pelayanan lainnya sangat memuaskan.

Lokasi : Sangat strategis dan mudah diakses.

Cleaning Service :
Mas Fajar dan Mba Maulinda, selalu bekerja dengan baik, cepat dan cekatan.Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5Sorotan hotelHarga terbaik"
Ci9DQUlRQUNvZENodHljRjlvT25GNFRVdFdSemhCTUZkS2EwUklaV1J3UkZZMWFrRRAB,5,"Hotel Tentrem Yogyakarta benar-benar menawarkan pengalaman menginap yang luar biasa, memadukan kemewahan dengan sentuhan budaya Jawa yang kental. Berdasarkan pengalaman saya, ada beberapa hal yang membuat hotel ini sangat direkomendasikan.

Salah satu daya tarik utama Hotel Tentrem adalah sajian makanannya yang luar biasa. Mulai dari sarapan hingga makan malam, pilihan hidangan yang disajikan sangat beragam dan berkualitas tinggi. Anda bisa menemukan berbagai masakan lokal, Asia, hingga Barat yang semuanya diolah dengan cita rasa istimewa. Setiap hidangan terasa segar dan lezat, menjamin pengalaman kuliner yang memuaskan selama Anda menginap.

Staf di Hotel Tentrem sangat ramah dan profesional. Dari mulai kedatangan hingga kepulangan, setiap interaksi terasa hangat dan penuh perhatian. Mereka selalu siap membantu dengan senyum, memastikan setiap kebutuhan tamu terpenuhi dengan cepat dan efisien. Keramahan ini menciptakan suasana yang sangat nyaman dan membuat Anda merasa dihargai.

Kenyamanan kamar di Hotel Tentrem tidak perlu diragukan lagi. Setiap kamar didesain dengan elegan, dilengkapi dengan fasilitas modern dan tempat tidur yang sangat nyaman. Suasana di dalam kamar begitu tenang, cocok untuk beristirahat setelah seharian menjelajahi kota. Kebersihan dan kerapian kamar juga selalu terjaga dengan baik, menambah nilai plus untuk pengalaman menginap.

Terletak di lokasi yang strategis, Hotel Tentrem memudahkan akses ke berbagai destinasi populer di Yogyakarta. Anda tidak akan kesulitan untuk menjangkau tempat-tempat wisata, pusat perbelanjaan, maupun area kuliner terkenal. Ini tentu menjadi keuntungan besar bagi para wisatawan yang ingin memaksimalkan waktu mereka selama di kota pelajar ini.

Secara keseluruhan, Hotel Tentrem Yogyakarta adalah pilihan yang sempurna bagi  yang mencari pengalaman menginap mewah dan tak terlupakan.Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Cocok untuk anak-anak, Harga terbaik"
Ci9DQUlRQUNvZENodHljRjlvT2tweVdsSnZRWE5xVFRWRmQyTTFZV0pRVTJ0d1MyYxAB,1,"tolong untuk security kalo mengarahkan orang itu yang jelas, security banyak kok gaada yang jelas. saya mau mengantarkan orderan food ke customer saya, saya tanya di security1, katanya disuruh ke security2 nanti di arahkan, saya menghampiri security2, ada 2 orang dan mereka asik ngobrol aja, ga ngarahin dg jelas, katanya disuruh ke bawah nanti ada security3 dan akan diarahkan, saya ke security3, cuma diacungin untuk ke sebelah kiri, saya kira saya disuruh berhenti, soalnya ada tulisan ""food area"" atau apa tadi lupa, saya berhenti disitu dan ga diarahin apa"". tiba tiba security3 ngasih saya karcis parkir, dan saya gatau maksudnya apa, saya tidak dijelaskan apapun dari saya datang, cuma di arahin ke kiri aja gatau kiri yang mana intinya cuman nunjuk pake jari saja. ya saya berhenti aja, orang ada tulisan ""food area"" ya kan saya kira ini area untuk pengiriman orderan food. saya ditelpon customer saya lalu saya bertanya ke security3 untuk kejelasan pengantaran orderan food itu bagaimana, malah saya di ""gas"" padahal saya tanya baik baik, mana sok ganteng lagi, iuh, kesanya kaya marah ke saya, pdhl saya ga di bilangin apa"" malah bilang ""kan mba nya sudah saya bilangin tadi"" lah masnya aja ga bilang apa"" tiba tiba ngasih karcis aja, sama ngobrol di ht tok. gaada bilang apa"". ga usah sosoan ga salah mas, security kok ngejelasin ga bener, malah saat saya bingung, mereka asik ngobrol di ht. gaada tanggung jawab nya. saya engga takut dimarahin customer saya, cuman saya kasihan mba nya yang jadi perantara pengantaran itu bolak balik. sekelas hotel bintang lima? wkwkwk ketawain ajaLayanan: 1"
Ci9DQUlRQUNvZENodHljRjlvT201UE1WQkhRbmRNVkRsRlprazBNMmRvYWpoMlowRRAB,5,"The best hotel in Yogyakarta! Pernah nginep beberapa kali di sini karena kerjaan kantor. Kamarnya luas dan sangat nyaman, bantal juga berlimpah hingga tersedia guling.

Makanan di resto untuk breakfast, lunch sama dinnernya amazing, variannya banyak dan enak enak, terutama makanan tradisional jawa.

Kalau mau pesen ojol atau pesen bakpia juga gampang, tinggal minta dianter ke Basement dan kita pickup. Untuk pengguna Grab, ada kupon voucher tambahan untuk delivery ke hotel Tentrem (sepertinya kerjasama).

Overall always have pleasant experience staying here. Highly recommended!"
ChZDSUhNMG9nS0VJdmF3ZXlLM2NDQUp3EAE,5,"Pertama saya mau review kamarnya, dikamar saya ada bangku didepan kasur dimana bngkunya itu ada banyak bercak2 gatau bercak apa. Untuk ACnya juga gabisa di control temperaturnya.

Untun breakfast lumayan beragam menunya namun 2 malam meningap breakfastnya tidam ada perubahan dengan hari sebelumnya.

Ada salah satu waiters laki2 saya ga sempet liat tag namanya. saya mesen teh, pas di sajikan ke saya cangkir tehnya penuh, bahkan sampai luber ke tatakan gelasnya, tehnya juga dingin dan tidak diberi sendok untuk mengaduk. Kemudian saya minta ke waiters lain dan diganti dengan ten baru yang penyajiannya jauh lebih proper.

Ketebalan dinding hotel juga tolong di cek lagi, suara dari kamar sebelah bocor. Saya bisa dengar orang ketawa dan ngobrol, bahkan anak kecil menangis saja saya bisa denger.

Dibalik kekurangannya hotel inj jg ada kelebihannya seperti free minibar dan welcome snack di dalam kamar, ada setrika dan papan setrika juga, roomboy dan resepsionisnya ramah.

Banyak sudut2 ruangan yg estetik dan bagus untuk berfoto.Jenis perjalananLiburanGrup perjalananKeluargaKamar: 4Layanan: 4Lokasi: 5Sorotan hotelPemandangan yang indah"
Ci9DQUlRQUNvZENodHljRjlvT25WeWMxbzJXRkJEUm5KallubzVhbGg2WmpNeVdWRRAB,5,"Salah satu hotel terbaik di Yogyakarta , kalau lewat depan hotelnya bakal terlihat banget fasadnya yang megah dan kelihatan mewah banget , Pelayanannya sampai fasilitasnya ku kasih bintang 5 semua , Lokasi strategis banget , ada di pusat kota jogja , pas banget deket Tugu Jogja dan Malioboro , Akses ke stasiun keret api juga deket banget , dan paling seru juga karna serba dekat dengan banyak tempat belanja dan cafe"" estetik di jogja , ga cuman cafe tapi banyak juga restaurant enak dekat Tentrem Hotel ini , hotelnya nyaman banget dan ada swimming pool nya juga , Breakfast di sini oke banget sampe bingung mau makan apa kalo jam sarapan pagi di restonya , buat yang liburan keluarga boleh banget coba nginep disini , RECOMENDED banget !Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Kamar100% NYAMAN DAN BAGUS BANGETSorotan hotelMewah, Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak"
Ci9DQUlRQUNvZENodHljRjlvT25ZM1ZsOVFjbWxLYjFRek1FeHVTMnBJVFV0T2VIYxAB,1,"Cara komunikasi seorang marketing wedding dari Tentrem Hotel Yogyakarta sungguh tidak mencerminkan seorang marketing hotel bintang lima. Ketus, kaku, tidak ramah, dan banyak testimoni dari pihak lain yang juga mengalami hal serupa. Sayang sekali, padahal untuk aspek2 lainnya Hotel Tentrem Yogyakarta layak diacungi jempol. Semoga kedepannya dapat dipertimbangkan serta diperbaikiKamar: 4Layanan: 1Lokasi: 4"
Ci9DQUlRQUNvZENodHljRjlvT2xjeFUwTkRNVUZFTUdwRlREZFJSMlU1U1VrMFVYYxAB,5,"Kamarnya selalu bersih, semua petugas hotel ramah ramah, sering menyapa kalo ketemu pas pasan lewat gitu, paling seneng kalo di sapa pake bahasa jawa sama semua petugas hotel disana 10/10 untuk hotel ini✨️Jenis perjalananBisnisGrup perjalananTemanKamar: 5Layanan: 5Lokasi: 5KamarKamar selalu bersih dan rapiAktivitas di sekitarTenang seperti namanya tentrem (tentram)KeamananGoodArea untuk berjalan kakiKurang lebih 800meter dari tugu jogjaMakanan & minumanEnak enakDetail pentingKalo buat staycation atau untuk urusan bisnis, hotel ini recommend pokoknya👍🏻Sorotan hotelMewah, Pemandangan yang indah, Romantis, Tenang, Cocok untuk anak-anak, Harga terbaik, Berteknologi tinggi"
Ci9DQUlRQUNvZENodHljRjlvT2xCSmVVNDVhRUowZEZsQ2RGQjZOSEZ0YzJKdGFYYxAB,5,"Kemarin pas kesitu liftnya error mulu, sampek naik 10 menitan baru bisa keluar dari hotel, cuma karena nunggu liftKamar: 5Layanan: 5Lokasi: 5"
Ci9DQUlRQUNvZENodHljRjlvT21SNmNtWllNRUZ2VUhKVmJHNUNiRE5vYmtaNGRXYxAB,5,nginep sekeluarga dan Alhamdulillah dpt kamar connecting..jadi rame dan kamarnya .sarapan seperti biasa banyak variasi dan enak enak..ga pernah kecewa the best soal staf pelayanan dan semua..terima kasih tentrem ..lain waktu Dateng lagi..Jenis perjalananLiburanKamar: 5Layanan: 5Lokasi: 5
Ci9DQUlRQUNvZENodHljRjlvT214dVRrVkxla2xvYkRScmFUUnBSVUZwVTJSWFRGRRAB,5,"Hotel yang selalu bikin kangen kalo lg ke jogya, hotelnya wangi lemongrass yang buat saya suka, staff hotel yang helfull, dengan design modern jawa sangat nyaman banget, sarapan disini jg enak enak, disini ada eskrim rasa jamu.Jenis perjalananLiburanGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah, Tenang"
Ci9DQUlRQUNvZENodHljRjlvT21SeVZuTTNMVVZDY0VSaVEwOTBhM1JhTFRKdGFYYxAB,5,"Hotel terbaik di Jogja, ambience bagus adem tentrem. F & B saat breakfast ok, baik rasa maupun pilihan menu. Kamar space cukup besar, baik kamar tidur maupun bathroom. Ruangan Gym luas dan alat alat lengkap, ada sauna dan whirlpool.  Overall ok lah sebanding dengan harga.Kamar: 4Layanan: 5Lokasi: 5"
Ci9DQUlRQUNvZENodHljRjlvT21kemIxQTRhMVk1WVd3MVdURjBWUzExWTBjMVZGRRAB,5,"Terakhir ke sini sekitar 6 tahun lalu, waktu itu acara dari AIA.

Dan baru kesampean ke sini lagi barusan. Nginep semalem aja, dan semoga nanti bisa nginep di sini >3 hari.

Pelayanannya outstanding, semuanya ramah. Dan banyak banget compliment nya di kamar.

Always stunning in service quality. Makanan di restonya jg enak.

Oh ya, satu lagi… matahari nya tidak langsung kena kolam renang. Jadi tidak cepet panas.Kamar: 5Layanan: 5Lokasi: 5"
