review_id,rating,review
Ci9DQUlRQUNvZENodHljRjlvT2xkSk1GUlFSVzR3UldWeVJIVjNWMVE1TjBsbFJuYxAB,5,"Menginap 2 malam di hotel ini karena ada kegiatan dari kemdikdasmen, suasana tenang tidak berisik, kamar rapi, nyaman, lobi dan lift wangi.
Makanan juga beraneka ragam, banyak variasi
Akses kendaraan di depan lobby parkiran cukup luas sehingga mempermudah untuk akses naik turun dari kendaraan saat kita ingin bepergian, check in ataupun check outJenis perjalananBisnisGrup perjalananTunggalKamar: 5Layanan: 5Lokasi: 5Sorotan hotelTenang"
Ci9DQUlRQUNvZENodHljRjlvT2xsVmFVNXdhekJrTVhkM00xVjNkblV4UkdKclZXYxAB,5,"Nginep di Grand Mercure Yogyakarta bener-bener menyenangkan. Kamarnya bersih, nyaman, dan rapi. Stafnya ramah dan bantu banget dari awal sampai checkout. Sarapannya enak dan pilihannya banyak. Lokasinya juga strategis, gampang ke mana-mana. Fasilitas seperti kolam renang dan gym oke dan terawat. Overall, pengalaman menginap di sini puas banget dan pasti mau balik lagiJenis perjalananBisnisGrup perjalananKeluargaKamar: 5Layanan: 5Lokasi: 5Sorotan hotelMewah"
Ci9DQUlRQUNvZENodHljRjlvT2tKNmRTMU9ZbTl6TW1oT2RrNVhNbVZ3ZG1wNGEwRRAB,1,"Pelayanan kurang bagus, tdk pantas disebut bintang 5

1. piring kotor didepan kamar sebelum saya checkin 3 malam tdk diangkat, masa iya gak keliatan utk di angkat,
2. setiap jam 19. Mati lampu 3 malam berturut²
3. Air panasnya tdk panas sama sekali
4. Saat sarapan menemukan karyawan keliling area makanan dgn membawa sabun cair dan lap (Joorookk) saya yg lihat takut air sabunnya kena makanan
5. Banyak karyawan training ditanya apapun terkait makanan dan fasilitas hotel, tapi tdk bisa jawab (harus tanya dulu ke front desk)Jenis perjalananBisnisGrup perjalananTunggalKamar: 1Layanan: 1Lokasi: 3"
ChZDSUhNMG9nS0VPNkl0OW5OOTRMQ0JBEAE,5,"Berikut contoh ulasan 100 kata untuk Google Maps hotel (bisa kamu sesuaikan dengan nama hotelnya 👇):||⸻||Saya menginap di hotel ini selama beberapa hari dan pengalamannya sangat memuaskan. Kamar bersih, nyaman, dan fasilitasnya lengkap. … Baca ulasan lainnya di Tripadvisor"
Ci9DQUlRQUNvZENodHljRjlvT2tGRVR6bGFXVkJGT0RWRVQwOU9RMGw1ZWpScFpYYxAB,5,"Pengalaman menginap disini memuaskan. Fasilitas kamar lengkap, nyaman, dan semuanya berfungsi dengan baik sehingga tidak ada kendala selama menginap. Area parkir juga luas dan memadai, jadi tidak perlu khawatir saat membawa kendaraan … Lainnya"
ChZDSUhNMG9nS0VQS213b3lqdUthTlBBEAE,5,"Grand Mercure Yogyakarta bukan sekadar tempat menginap, namun panggung sempurna untuk liburan dan menikmati kota Yogya selama 2 malam. Sejak langkah pertama, atmosfer kemewahan dan kehangatan langsung menyambut. … Baca ulasan lainnya di all.accor.com"
Ci9DQUlRQUNvZENodHljRjlvT2xaNGVtZFRUV0kzUkdScU9YRlpWamQ2Y2tNelRFRRAB,5,"Pertama kali kesini pelayanan nya bagus, staffnya ramah ramah, sangat membantu sekali, buat kamar bagus nyaman bersih,, pertahankan service nya ya.. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pZeVRFOXlaVFZZTVZsU1pHMHhUbGxtUldNeldVRRAB,5,"Menu breakfast untuk hotel disini sangat beragam, pelayanannya sangat memuaskan , staf yang ramah dan semua service yang diberikan sesuai dengan kebutuhan. Pelayan dengan Meriska sudah memberikan informasi dan arahan yang sangat sesuai dan informatif Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2s1V00xVTVSMm8yV0RkRE5GTkRlWHBwYkRFeVdFRRAB,5,"Fasilitas hotel yang sangat memandai, tempatnya strategis dan nyaman. Untuk menu breakfast sangat enak dan bervariasi apalagi saya dibantu oleh kak sifa yang orangnya ramah dan sangat membantu... Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2xWeWJtWmZSVGsxZVVSb1owbGxZWFF6T1ZkQlpGRRAB,5,"Ruangannya bersih, call ke resepsionisnya sangat tanggap walau malam Breakfastnya lengkap, enak. Dari saladnya segar dan semuanya masih hangat. Pelayanannya tanggap, terutama Mba Silvia. Sangat oke, recommended (Translated by Google) … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pSSFZqSXpVR05NUkdJd2RIVTFSbk5uUjJjMFNVRRAB,3,"Hotel bisnis di pusat kota. Service layanan dan meals nya cukup oke, namun karpet di lorong lantai dan banyak ornamen /patung harus lebih di  terangkan/cerahkan/modernisasi agar tidak terkesan murung/energi negatif. Semangat u berubah lebih baik lagi. Lainnya"
ChZDSUhNMG9nS0VMM0l1UGZQeEp2Y2VBEAE,5,"Hotel Mercure Yogyakarta menawarkan pengalaman menginap yang nyaman dan berkelas di jantung kota. Lokasinya sangat strategis, dekat dengan Malioboro dan berbagai tempat wisata populer. Kamar bersih, modern, dan dilengkapi fasilitas lengkap. … Baca ulasan lainnya di Tripadvisor"
Ci9DQUlRQUNvZENodHljRjlvT2kxaGJFOVZiMlpOWjNGVVJqVTVPVmR4WVVOSGVVRRAB,5,"Senang banget bisa menikmati fasilitas di hotel ini, selain pelayanan nya yang ramah juga tempatnya yang sangat nyaman
Terimakasih terkhusus buat mba Windi, yg sudah memberikan pelayanan terbaiknya, … Lainnya"
ChdDSUhNMG9nS0VMS0gtSzd0bnBmZjdnRRAB,5,"Hotel ini sangat nyaman dan bersih. Pelayanan ramah, fasilitas lengkap, serta lokasi strategis dekat pusat kota. Sarapan juga enak dan bervariasi, cocok untuk liburan maupun perjalanan bisnis."
Ci9DQUlRQUNvZENodHljRjlvT25kYWFuaFBZM2x4VDFWUWR6RkpVMWhuYzIxcVRYYxAB,4,"(+)
- Kamar cukup nyaman
- Kamar mandi cukup bersih walau masih ada noda jamur hitam di area sekitar … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT210Uk1FSlBjVkZ1V0dwM2JGSnpPR2xpV0VOdGNuYxAB,4,"Cukup menyenangkan, untuk sarapan standar, menunya cukup variatif
Staffnya baik dan ramah anak … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT25wYVJHTjZRMDVaV20xcmRUTmFVbUZaVldsMVMzYxAB,5,"Pelayanan di purple restorant sangat memuaskan dan nyaman, suasana adem dan enak buat nyantai dan kumpul bareng keluarga.
Makanan nya sangat enak dan mantap karena banyak berbagai makanan dan soup nya … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pOSkxXRm5NWGxQTFdwT1RHSjVlSFZZTUY5SmNFRRAB,5,"Secara desain interior, hotelnya memang bisa dibilang oldschool (tidak se-modern hotel yang baru dibangun era sekarang). Tapi, pelayanannya memuaskan, stafnya ramah dan kamarnya juga bersih. Secara lokasipun dia tidak di lokasi yang padat hotel sehingga bisa merasakan menjadi penduduk lokal. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2xOVlUzVTRWV295V2tKck1sWmFNa1JCVUdsSmNHYxAB,5,"Sebagai hotel bintang 5, Grand Mercure Yogyakarta menghadirkan pengalaman menginap yang elegan dengan sentuhan budaya Jawa pada desain interiornya. Berlokasi strategis di kawasan Adisucipto, hotel ini dekat dengan pusat kota dan area … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2tSblgzSmFNM1pYVkVKUGMyNXRNaTB0U1ZKVWFtYxAB,5,"Grand Mercure Yogyakarta Adi Sucipto — secara keseluruhan — adalah hotel yang “worth it” untuk banyak tipe tamu: cocok untuk liburan keluarga, pasangan, solo traveler, maupun tamu bisnis. Dengan fasilitas lengkap, pelayanan umumnya ramah, dan harga/kenyamanan yang seimbang, hotel ini menawarkan nilai yang cukup solid. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2t0TE4zUk9MWGRpWWtwSFJra3dlbEk0V0ZseVRtYxAB,5,"breakfast untuk hotel Grand Mercure sangat enak dan banyak, service yang sangat memuaskan , staf yang ramah dan semua service yang diberikan sesuai dengan kebutuhan. terutama, Pelayan dengan Mey sudah memberikan informasi dan arahan yang sangat sesuai dan informatif Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2tWcWVWWlZhRlp1TW1ndFQwVjRNeTFUUTJOa1kwRRAB,5,"hotelnya nyaman, fasilitas lengkap, lokasinya oke banget dan strategis deket darimana2. untuk kamar luas, bersih, staff juga super ramah dan helpful, pokonya pelayanannya mantap. cocok dan worth it banget buat yg mau liburan atau business trip Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT20xQlJrNWxURFoyZUZrdFNWWlpaMk5xYkU5bGNXYxAB,5,Untuk makanan nya enak dan lezat. Untuk suasananya bagus dan nyaman. Dan pelayanan kak meyrizka sangat luar biasa ramahnya dan baik serta peka terimakasih Lainnya
Ci9DQUlRQUNvZENodHljRjlvT2poU09XSnJVbmRNVXpKWk4wbEdiM1pVZFUxWGFIYxAB,3,"Review berdasarkan pengalaman berkunjung kami di bulan Juli 2025.

Menurut kami, hotel ini masih kurang memuaskan sebagai hotel bintang lima. … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT214MWFESXpaWE0xYjJ4dVVEaDJTMHREVTFWWVNFRRAB,5,"Puas banget nginep disini,, makanan juga mantap, menunya enak-enak paling seneng tiap pagi selalu ada  jamu, aneka bubur dan jajan pasar Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2taQmNXVkZXRlJpVVVrelJuRXRWREJFVkUxMWFXYxAB,5,"kamar bersih nyaman.
layanan staff serba cepat dan menyenangkan. reception ramah.
lokasi ditengah kota mudah dijangkau. … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2xsS1pIcFZNbkJ1Y0RCWVdXaHFZM0pxTFhOWlYzYxAB,5,"Senang menginap disini, makanannya enak-enak, ruangannya luas. Awalnya check-in ada air ac sedikit, tp tim gercep membetulkan dan semuanya sangat ramah, terutama mbak Devita dan satunya mas siapa kemarin malam ya yang langsung gercep menghubungi teknisi ketika ada permasalahan di ac. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT25jNFQydHZlRmhtY1hsTmJFazVha2hTVDJ4V1RrRRAB,1,"Saya menginap 5 September 2025, anak saya 4tahun di kamar kena paku payung, sepertinya dari salah satu kursi kamar..
Kurang OK maintenance nya.. … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2poS1NFdGlOREZQUW5ac2VqVlZNbFE0ZDI4eVRYYxAB,5,"Breakfast cukup lengkap dan rasanya enak, letak hotel strategis, dan pelayanan oke.
Pelayanan staf atas nama Meirizka sangat ramah dan baik. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21Nd2JGOHRZemh0ZWxsb1RrWjRkRVl5ZW1wa1VWRRAB,5,"Lokasi daerah macet, mudah dijangkau, sarapan enak & bervariasi, kamar nyaman & bisa smoking di lantai 7, pelayanan the best, air panas kurang, saluran TV sedikit Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT213MVVtaDVZMHg0UjNsVldXRndkR1Z3VlhCaFdVRRAB,5,"Pelayanannya sangat ramah, kamar luas dan bersih, lokasi strategis dekat mall lippo dan mall Ambarukmo, di sekitar hotel banyak penjual makanan/ tempat ngopi. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21vNFZEWlhORkJvVEdOcFFXaEdaRWRPWWxSalFYYxAB,5,"Untuk mkan pagi hari ini sangat memuaskan, dilayani mbak meyrizka dengan baik dan ramah. Makanan sangat enak dan lezat. Rekomendasi banget Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2tFelgzbHVZa3AzVlhSYVlrWk9WM2R3WVhWclZFRRAB,5,> Pelayanan di Grand Mercure Yogyakarta luar biasa ramah! Semua staf sangat membantu dan perhatian pada setiap detail acara. Dinner-nya enak banget . Event berjalan lancar dan suasananya nyaman sekali. Terima kasih Grand Mercure atas pengalaman berkesan ini! 💖 … Lainnya
Ci9DQUlRQUNvZENodHljRjlvT21GalkxcEpVV0l4T0daWVgyZEJkbmN3WVRocFVrRRAB,5,"Ruangannya bersih, call ke resepsionisnya sangat tanggap walau malam

Breakfastnya lengkap, enak. Dari saladnya segar dan semuanya masih hangat. Pelayanannya tanggap, terutama Mba Silvia. Sangat oke, recommended Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2xCR1pVczBVVFl6VVd3NWRqQnhWMFpUY1ZORFgwRRAB,5,"Kamarnya keren, nyaman, bersih
Layanannya luar biasa dr front office, restaurant sampai layanan kamar sangat memuaskan … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2tkVlIzTjBRa0poYVU5TWNXVnhNRlJZWWtzemEyYxAB,5,"Hotel bintang 5 yang WORTH IT bangett!! Aku sangat merekomendasikan hotel ini mau buat liburan bareng keluarga, temen"", kantor atau apapun ituuu!! Kamarnya bersihh, luasss, pelayanannya jempolll bangett 🤩🤩 Makanannya juga enak enakkk!! RECOMMENDED 💯💯 … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21kMk5XbEhUSEE0ZG1oVE1HUklRemh3UzFOV2JXYxAB,5,"kamarnya sangat nyamann, pelayan dan bagian reservasi cepat serta efisien. senengg dan rekomendasi banget pokoknya untuk jadi pilihan menginap saat berkunjung ke jogja. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2kxeFZXbFZPV1F5UkhsdFJUQXRUM1JPU0ZkblNtYxAB,5,"Luar biasa.
Breakfast lezat dan segar. Best breakfast hotel yg pernah saya dapatkan, so far. … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2twTGNVNW5lRTR0VDJwc1JUTmlNbEJ6WkZKU2NrRRAB,5,Lokasi hotel strategis di pusat kota jadi kalo kemana mana enak. Kondisi kamar bersih dan nyaman. Service sangat ramah dengan senyuman Lainnya
ChZDSUhNMG9nS0VKVDh3X2k0OGMzRFJnEAE,5,"Pelayanan staf sangat ramah dan membantu. Mereka selalu menyapa dengan senyum, membuat kami merasa sangat dihargai. Sarapannya luar biasa dengan banyak pilihan"
Ci9DQUlRQUNvZENodHljRjlvT25CVmJWZEZYMUJmUzFoS1RVMWFaamxPVFcwMWIwRRAB,5,"Pengalaman kami menginap di hotel grand mercure jogjakarta
Berkesan karena fasilitas dari kamar inap bagus rapi bersih wangi, sampai dengan fasilitas breakfast sangat memuaskan banyak pilihan menu khas jogja tradisional food juga lengkap Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pkS2JVMXRVM2x3YWxsSGVERk1TMWczU3pKRE1VRRAB,5,"Untuk sarapan sangat memuaskan... Udah beberapa Kali nginep disini....
Untuk pelayanan khususnya kak rita sangat memuasakan. Ramah dan baik..... Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21kemFuVk5ibVl6ZVVzNE5qVnVUVzUxY1cxNVYyYxAB,5,"Pelayanan resepsionis ramah. Untuk dine in room jg enak, dengan kedatangan pukul 10 malam masih bisa Order dine in room. Breakfast jg banyak pilihannya dan menu²nya enak. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT25CM2IwdDZiVFZ2WDNSTlVGOTVibWxGYkZWcE5sRRAB,5,"pelayanannya oke dan membantu, terutama saat sarapan dibantu oleh mba lena. disini banyak menu yang bisa dipilih dan tradisional dan modern, enak dan cocok di lidah. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pOSmJWTmZTM05QVmxseE1WSlRjVWxqT0RCU1pIYxAB,5,"Menginap di Grand Mercure Yogyakarta Adisucipto terasa nyaman; staf ramah, kamar bersih, sarapan enak, dan bisa lihat pesawat lepas landas. Suasananya bikin betah."
Ci9DQUlRQUNvZENodHljRjlvT2xGaFFWcHhMV010WjBSVk9VZFFVVWhHYURoNFpWRRAB,5,Hotel nya bersih dan semua pelayanan ny best banget... makanan ny juga enak2. Jadi pengen kembali lagi kehotel ini dilain waktu💖 thankyou grandmercure … Lainnya
Ci9DQUlRQUNvZENodHljRjlvT2pGUU9IZFRZMUZPWDNGa1ZEbHRORVJyZG5VNFExRRAB,5,Alhmdlh makan pagi hari ini semua menu makanan sesuai lidah. Suasananya enak nyaman sahdu di temani sama mba meirizka Lainnya
Ci9DQUlRQUNvZENodHljRjlvT201S1lubGlWVEZUY2xCd1kzZG1kak5KTkZkaVNsRRAB,5,"pelayanan sangat ramah dan baik..
di resto waitress an Mba Nur melayani dgn sangat baik dan full senyum..
kamar ok dan cek in cepat.
lokasi strategis. Lainnya"
ChdDSUhNMG9nS0VOdXJzYWJVbl9mTXlnRRAB,5,"Sambutan yang ramah dr seluruh staf,kamar bersih,layanan dan kwalitas ragam makanan yg lezat,resto nyaman area outdoor nya sngat lega mmbuat betah ngobrol."
Ci9DQUlRQUNvZENodHljRjlvT25kT1R6VlRaRjlZTmxKaFZuWkRYMVZVZWpaNVUwRRAB,5,"Pelayanannya bagus,mba Sifa pelayanannya sangat ramah dan memuaskan, sarapannya enakkk bangett,kamarnya nyaman,lokasi strategis Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2tkcllsaDBXa1ZhT1hKS1RVOUdjRXBLZFY5NmFWRRAB,5,"Fasilitas kamar hotel lengkap, tidak ada kendala, parkir memadai, makanan lengkap banyak pilihan mulai dari dissert, menu modern dan tradisional, minuman juga lengkap. Best service! Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT25aeVFtOWxTbEp5VUU5VGMyNU9lazFOUWxKd01XYxAB,5,"Sarapan enak-enak, suka bakso dan tomyamnya enak kaldunya  pelayanannya juga ramah-ramah, tadi pesen telur ¾ mateng juga pas untuk kematangannya. Rekomendasi menginap disini kalo kalian lagi liburan ke jogja Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21sU01VbHhTV1JaY2pSS00xRkNObGRvUVRkMlVtYxAB,5,"Terimakasih banyak accord, booking di ibis dapet free upgrade di mercure.
Menu sarapan yang lengkap, enak dan memuaskan. Kamar yang bersih dan nyaman Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21SamJHazBZV1JmYUdwdE5IQldZMUZ1YTNscGIwRRAB,2,"Pelayanan cukup bagus, tapi untuk keamanan nya sangat kurang,, terjadi insiden helm hilang,, jobdesk security kurang maksimal.... Tolong untuk keamanan lebih dijaga lagi... Dan jobdesk mengenai tanggungjawabnya ...!!!! Nyaman tapi keamanan kurang juga membuat pengunjung hotel jadi was was ........!!!!!! Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2xsYVdqTnZVekZ0WDJJNU5FaDNkMWxOUVVSNU1uYxAB,5,"For all pelayanannya bagus sekali. Kamar oke dan breakfast enak, lengkap. Terima kasih untuk mba Lena, untuk service excellent nya sewaktu di resto. Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT201TVEyRmxTSEJ2UTBGTFVrdDVMWGgxTlVaa01IYxAB,5,"Menu nya enak, lengkap dan pelayanan baik...

Service good untuk kak silviaJenis perjalanan… Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2tWcWFVMDFRMGN0Y0RoSU1GVmphSFppZUhWaWRVRRAB,5,"Sarapannya lumayan banyak pilihan, terutama ada tom yum, untuk buah mungkin bisa ditambahkan jenis lain seperti nanas Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pZeFdGUk1hbE5xYTFkQlZHdFBSbXRHTms5UFQzYxAB,5,"Pengalaman menginap disini sangat berkesan. Staf standar ramah, penanganan cepat, dan sangat menguntungkan lokasinya yg strategz Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT25sdVREWm9WbWRSWTJWMk1XMWhTako1YjBrM1FWRRAB,5,"Service sangat bagus ( di bantu oleh kak lena)

Untuk kamar bagus bersih, suasana tenang. Makanan enak dan menu nya cukup variatif Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT21wUE9FWmZiSGsxYTNwelNGSklVVlZ2YjBWUE0zYxAB,5,"Makanan hari ini sangat enak dan bergizi. Nyaman suasana nya. Dilayani mbak meyrizka sangat baik,ramah,tamah,komunikasi sangat bagus . Sangat nyaman disini terimakasih Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2xBNWIxSmplbmQ0ZURKbmRtdEpUWFZEUW5sbFpGRRAB,5,"Hotelnya nyaman, tempat startegis. Menu sarapan breakfast bervariasi dan sangat enak....the best pokoknya...👍🏻👍🏻👍🏻 … Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pKZlUyMTBObmhhVmpKQlIyZ3RObWd3ZFhWcmVXYxAB,5,"Sarapannya enak bervariasi sdh 2 hari makanan berbeda ❤️ staff semua ramah
Dibantu dgn Mba lena yg ramaah terima kasih ❤️ mercure jogja Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT25KZlN6RXhMV0p1VUhWRlZFdFNaV2RuWW1KdFlrRRAB,5,"sangat menyenangkan sekalii, nyaman dan pelayanan baguss. menu makanan enak enak pegawainya ramahh ramahh dan nyaman. bakkal seneng banget kalo bisa balek lagi ke sini Lainnya"
Ci9DQUlRQUNvZENodHljRjlvT2pGemExbEtjMEo1ZVMwNE5HbFJla1pYTWsxVGRVRRAB,4,"Makanan ok cuma kurang banyak menu, kamar bintang 5 tp kurang lengkap gak ada hair dryer dan setrika Lainnya"
